customer_token,tenure_months,monthly_charge_eur,total_charges_eur,num_products,contract_type,payment_method,has_internet_service,has_phone_service,support_tickets_6m,avg_monthly_usage_gb,days_since_last_contact,nps_score,payment_delay_count_12m,age_bucket,gender_encoded,region,churned
4fe67b56bf4bf3dd,54,23.23,1270.73,2,two_year,credit_card,False,True,1,194.0,203,5.5,6,36-50,1,DE-BY,0
8c1114da6e55d308,66,97.08,6470.35,5,two_year,auto_debit,True,True,12,143.0,274,8.8,3,36-50,1,CH-BE,0
ce132dfabb90cfec,62,75.06,4704.18,4,monthly,digital_wallet,True,False,5,345.3,25,7.5,2,36-50,0,DE-HE,0
5d57564f1c1f0033,38,47.65,1875.42,1,monthly,invoice,False,False,12,412.9,137,7.3,4,18-25,0,AT-W,0
1ac68b54f1ccb281,27,110.91,3103.76,5,annual,auto_debit,True,True,4,354.8,206,1.4,6,65+,0,DE-NW,0
35a88194863ed22a,24,106.89,2624.96,1,annual,auto_debit,False,True,4,184.2,237,5.1,5,18-25,0,DE-NW,0
f7c3852fce1b8ff5,47,66.32,3213.9,4,two_year,credit_card,False,True,4,374.5,352,0.9,0,51-65,0,DE-NW,0
2858814fb98eb39b,27,105.0,2958.66,3,two_year,digital_wallet,True,True,7,455.8,331,1.7,6,18-25,0,DE-HE,0
ae956de840bb1be2,39,89.84,3573.42,4,annual,digital_wallet,False,True,7,151.1,266,8.2,3,65+,0,DE-BY,0
4e5f8e83ea0b0ed8,65,119.94,7956.75,5,two_year,credit_card,False,True,7,31.9,141,6.4,6,36-50,1,CH-BE,0
a4f313d7c6e5b805,38,34.78,1347.39,1,two_year,digital_wallet,False,True,11,12.7,254,10.0,2,51-65,1,AT-W,0
2a1e1653e82c76a2,4,76.22,405.19,3,two_year,invoice,False,False,8,150.1,87,8.4,4,26-35,1,DE-BY,0
23edc044f01da22f,60,28.43,1743.0,2,two_year,credit_card,True,True,5,111.7,157,4.2,2,36-50,1,CH-ZH,0
ec7811d610b2961d,37,63.69,2391.79,5,two_year,auto_debit,False,True,8,59.9,348,3.8,2,51-65,0,DE-NW,0
e2e2d702793e5410,17,119.2,2203.67,4,monthly,credit_card,True,True,7,166.3,90,3.1,0,18-25,1,DE-HE,0
8f1c9e592ba3b4de,26,94.93,2588.22,4,monthly,invoice,False,False,6,214.5,244,3.8,0,65+,0,CH-BE,0
778f1472bf7067c2,47,114.76,5537.96,5,monthly,auto_debit,True,True,3,346.8,176,3.1,0,51-65,1,DE-NW,0
c2a56da4cd451785,8,101.5,892.27,5,two_year,credit_card,False,True,5,498.1,250,3.6,1,26-35,1,DE-BY,0
20d0575d08c7416f,29,38.55,1145.37,1,two_year,invoice,True,False,11,325.3,19,3.8,5,36-50,0,CH-ZH,0
24deac2b448e263c,6,84.51,550.98,1,annual,digital_wallet,False,True,8,126.4,359,1.5,5,18-25,1,AT-W,0
398ecad6590ed45f,12,84.56,1108.21,2,annual,auto_debit,True,False,1,392.4,254,2.0,1,36-50,0,DE-HE,1
06f74147682dd6f5,52,46.01,2438.36,2,two_year,digital_wallet,False,True,0,6.4,45,9.1,6,65+,1,DE-NW,0
839cdd252273f04f,11,96.85,1183.85,3,two_year,invoice,False,False,4,232.1,51,8.1,6,18-25,1,DE-HE,1
66240ca8805f0c13,40,59.73,2469.91,1,monthly,invoice,True,False,5,447.3,318,2.7,5,18-25,1,DE-HE,0
73782229d955b453,23,26.95,645.63,4,two_year,digital_wallet,False,True,1,66.3,30,9.8,6,26-35,0,AT-W,0
dfb2d8eaac985697,61,99.24,6121.25,4,annual,auto_debit,True,False,7,56.5,210,4.4,0,36-50,1,DE-BY,0
d504b2be039b67e9,67,95.59,6506.33,3,two_year,auto_debit,False,True,7,172.9,346,6.4,1,65+,0,DE-BY,0
cfa67ed2210f6940,20,68.08,1429.4,2,monthly,digital_wallet,False,True,5,485.1,25,5.1,4,51-65,1,DE-NW,0
8dbd3dcbcede2453,10,63.2,691.92,4,annual,credit_card,True,False,11,326.7,52,4.0,0,65+,0,DE-BY,0
f431ecb7711615b0,38,108.46,4246.71,4,annual,credit_card,True,True,7,166.0,317,6.0,5,36-50,1,DE-BY,0
90aea48fe5e82c00,12,94.73,1216.46,3,two_year,credit_card,True,True,2,246.2,209,1.1,4,26-35,0,DE-BY,1
cbe05534a3641062,50,37.64,1907.99,3,monthly,digital_wallet,True,True,12,445.9,234,6.6,4,26-35,1,DE-BY,0
54e8dabed420478c,67,92.3,6270.2,5,annual,invoice,True,True,1,193.7,307,6.1,2,65+,1,AT-W,0
a1afea0794aed73b,31,43.73,1419.93,4,monthly,invoice,False,False,11,273.9,160,7.1,4,26-35,0,DE-NW,0
6ee604a0b16c2ac5,37,87.09,3277.43,2,two_year,credit_card,True,False,8,240.2,292,9.4,5,51-65,1,AT-W,0
8dc183040a2d2cdd,1,69.89,114.99,1,monthly,credit_card,True,False,10,125.3,31,6.9,2,26-35,0,DE-HE,1
d95707c4e6e87efd,57,25.76,1500.25,2,two_year,digital_wallet,True,False,11,332.2,195,3.9,6,36-50,0,DE-BY,0
88945f8b56dcf41d,32,36.32,1211.65,4,monthly,credit_card,True,True,4,224.4,349,0.7,1,65+,0,AT-W,0
0856888b48e8a7ac,5,59.99,337.75,5,annual,auto_debit,False,False,11,468.7,20,1.5,2,65+,0,CH-BE,0
703456167a7acd17,38,66.51,2584.45,3,two_year,invoice,True,True,12,252.6,212,5.4,3,18-25,1,DE-NW,0
d4178519491ed4e0,27,84.65,2352.73,5,two_year,digital_wallet,True,True,10,173.0,123,9.0,4,65+,0,DE-BY,0
ea41aee0b5febb6b,41,55.04,2290.4,3,two_year,credit_card,True,False,8,401.4,228,4.9,2,26-35,1,CH-ZH,0
d160a2c8cadfb301,10,114.56,1312.43,5,two_year,auto_debit,True,True,10,314.8,109,8.6,3,18-25,0,CH-ZH,1
ffbe9b8483bc47c7,55,82.89,4662.3,2,monthly,digital_wallet,False,True,1,36.6,91,7.9,4,18-25,0,DE-HE,0
f2caa0becd2c7c50,52,55.74,2950.49,1,annual,auto_debit,True,True,12,373.0,23,7.0,0,36-50,0,DE-HE,0
9777b4c1d1a06407,38,78.69,3102.49,4,annual,auto_debit,False,True,8,109.9,200,8.0,6,65+,1,CH-BE,0
58fe68b77b986d50,18,46.3,901.25,3,monthly,invoice,True,True,0,286.4,201,5.4,0,36-50,0,CH-BE,0
c883193555c4b7ec,44,37.23,1688.43,2,monthly,invoice,True,False,3,57.3,343,8.0,6,18-25,1,CH-BE,0
87923f6cb4a43c53,70,22.68,1604.63,2,two_year,digital_wallet,False,False,2,335.6,120,1.0,4,18-25,0,DE-HE,0
de042e0dc8e22bd7,62,62.32,3914.05,5,monthly,credit_card,False,False,2,2.4,126,7.9,5,51-65,1,DE-HE,0
d89bfd5e918e6684,17,86.36,1552.75,4,annual,credit_card,False,True,2,322.8,41,8.4,6,26-35,0,DE-HE,0
d133b4740ead06a0,9,91.38,945.75,1,two_year,digital_wallet,True,True,8,130.3,276,4.7,6,26-35,1,AT-W,0
38d200e0e0f438ff,28,108.6,3188.19,2,annual,auto_debit,False,False,8,5.3,122,8.5,6,65+,0,CH-ZH,0
3d4dab7a8ecbf677,17,61.85,1141.05,2,two_year,digital_wallet,False,True,3,380.7,118,0.6,2,26-35,0,CH-BE,1
3fc342302a9bcaff,26,69.38,1865.5,4,monthly,auto_debit,False,True,11,484.2,324,8.3,6,36-50,0,AT-W,0
fd3a42681c37c3be,48,53.36,2632.54,5,annual,digital_wallet,True,False,5,408.6,176,4.9,3,65+,0,CH-ZH,0
ff107396f163c985,17,61.19,1102.31,3,monthly,invoice,True,True,5,301.0,60,6.6,3,36-50,0,AT-W,1
bd9181189c0df7c0,61,65.3,4058.22,4,monthly,invoice,True,True,9,296.2,68,6.3,0,65+,0,DE-BY,0
6463222113544c6b,21,42.12,945.94,5,two_year,auto_debit,False,True,3,224.6,241,8.7,1,26-35,1,CH-ZH,1
328e8885eb7190eb,18,98.43,1838.86,5,annual,invoice,False,False,9,295.3,117,3.8,1,18-25,0,DE-NW,0
141beb494b8b7b27,66,105.26,7043.98,2,two_year,auto_debit,True,False,9,299.9,272,5.0,0,18-25,1,CH-BE,0
8183e42e6ef09235,16,109.71,1810.35,4,two_year,digital_wallet,False,True,11,264.9,117,9.4,3,51-65,1,CH-ZH,0
20f1826aa7875d0d,12,59.68,791.71,1,annual,digital_wallet,False,True,0,354.6,3,5.8,0,65+,0,AT-W,1
a3bb335e7dd28a54,26,87.22,2342.93,2,annual,credit_card,False,False,9,182.8,141,9.9,3,26-35,1,CH-ZH,0
1b944f8ec429e26f,71,65.66,4731.13,3,annual,credit_card,False,True,10,59.5,117,4.5,5,26-35,0,DE-NW,0
dfa892259253e955,65,57.06,3768.85,1,monthly,digital_wallet,True,True,2,235.8,307,4.4,0,36-50,0,DE-HE,0
7a2ac69a18fca7d4,10,78.95,902.45,4,two_year,credit_card,True,True,10,247.2,5,2.0,5,65+,1,DE-NW,0
cb145f30d0513f9d,4,97.32,505.91,5,monthly,auto_debit,False,True,10,0.1,80,0.9,2,51-65,1,CH-BE,0
89f7acc482b0f4c5,50,57.57,2908.17,1,monthly,credit_card,False,False,4,113.1,99,4.5,3,65+,0,DE-HE,0
148f5e94748afbcf,22,57.75,1303.56,3,annual,auto_debit,False,False,11,221.4,193,5.6,6,26-35,1,AT-W,1
701e668375016da9,58,109.14,6437.29,3,monthly,digital_wallet,True,True,12,157.9,180,5.2,0,36-50,0,DE-HE,0
59e97c496d5f4822,11,56.89,673.69,5,monthly,digital_wallet,False,False,3,447.2,137,1.8,5,26-35,1,CH-BE,0
3bb87dfe7d08315a,25,39.66,1021.86,2,monthly,invoice,False,True,12,53.3,40,6.8,5,51-65,0,CH-ZH,0
79ae08fe23fd6203,5,104.04,605.04,5,annual,digital_wallet,True,False,6,111.0,295,1.3,4,51-65,1,CH-ZH,0
6edd14d4d87db171,4,67.76,351.43,2,annual,auto_debit,False,False,11,4.2,345,2.1,4,18-25,1,DE-HE,0
d386115847af95a5,33,34.65,1170.11,5,annual,credit_card,True,False,6,105.3,358,7.5,2,51-65,1,AT-W,0
d6b0aeb2a47ebd4f,23,75.0,1813.95,1,two_year,credit_card,True,False,6,98.0,76,4.7,0,26-35,1,AT-W,0
e92882f97b592e42,17,119.53,2153.57,3,annual,credit_card,False,True,6,49.5,83,0.6,6,36-50,1,CH-BE,0
7b34c685f3fbc9e0,12,62.23,800.34,5,two_year,credit_card,False,True,6,60.6,347,9.6,1,65+,0,DE-HE,0
7ec26dd45a2ecad7,45,49.13,2273.48,4,monthly,digital_wallet,False,False,10,478.3,85,6.4,2,51-65,1,DE-BY,0
d627159aece184f2,10,32.01,346.25,3,two_year,credit_card,False,False,7,390.5,185,7.5,4,51-65,1,DE-NW,1
8d86e1749618f528,23,104.69,2484.78,3,two_year,auto_debit,True,True,6,51.5,32,9.4,3,65+,0,DE-BY,1
38918cd5b3bd7fba,50,70.02,3543.29,5,monthly,auto_debit,False,False,3,123.7,145,4.4,1,26-35,0,DE-BY,0
f1a5c01046388dbf,4,84.67,408.55,4,annual,credit_card,False,True,11,269.6,302,6.0,5,65+,1,CH-ZH,0
1316e2a487ca2390,68,47.51,3280.07,1,annual,credit_card,False,False,4,77.9,5,0.0,6,26-35,1,DE-HE,0
c3d8cf379d11afd5,60,71.19,4342.02,4,annual,auto_debit,False,False,9,115.6,3,5.5,1,51-65,1,AT-W,0
75296ede9828066e,31,32.14,1024.94,4,monthly,credit_card,True,False,10,119.8,313,8.1,5,36-50,1,CH-BE,0
220587bd50b23c82,68,99.92,6929.8,2,monthly,credit_card,True,False,9,226.4,358,6.2,1,36-50,0,DE-NW,0
f566318da79ba3a2,6,116.82,872.92,3,annual,invoice,False,True,3,45.1,7,4.9,2,51-65,1,AT-W,1
3889f99d1d1b1c92,47,63.69,3046.31,2,monthly,credit_card,False,True,8,235.1,98,9.0,2,51-65,0,DE-BY,0
22a8ddf01d9d2df3,31,55.4,1758.79,1,monthly,digital_wallet,True,True,7,194.6,159,9.4,1,18-25,0,DE-HE,0
244f782635e02474,61,82.04,5118.27,2,monthly,invoice,False,False,0,83.7,141,5.8,3,26-35,0,DE-BY,0
8a2b37f719b60f6b,60,87.28,5347.72,2,monthly,digital_wallet,True,False,12,312.6,30,3.6,1,65+,0,DE-NW,0
371ff7cf2e7b362f,62,39.43,2495.47,3,annual,invoice,True,False,5,362.2,128,9.0,3,51-65,1,CH-ZH,0
99e081371b7c90ab,62,34.93,2195.27,4,annual,invoice,True,True,7,147.8,134,5.4,3,18-25,1,CH-BE,0
cfc24bfff76187ec,23,107.71,2570.4,5,monthly,credit_card,True,False,3,262.0,254,7.7,1,65+,1,DE-HE,0
15a29e232365fe42,52,82.29,4363.28,1,monthly,invoice,True,True,3,53.5,98,1.0,4,51-65,1,CH-ZH,0
0a3a13a712776e78,32,20.15,669.34,1,monthly,digital_wallet,True,False,12,319.5,184,5.6,3,36-50,0,CH-ZH,0
3f4efb84eb535b03,34,70.55,2492.85,1,monthly,auto_debit,True,True,8,192.7,98,5.3,1,65+,0,CH-ZH,0
2cee8df3253c6be0,71,58.59,4226.6,3,two_year,digital_wallet,False,True,2,396.2,281,4.0,2,26-35,1,DE-HE,0
8c61369cacedb868,40,72.76,3008.25,4,two_year,digital_wallet,False,True,9,272.8,192,7.7,5,36-50,1,AT-W,0
9743d8af544024c4,57,115.78,6661.36,3,two_year,auto_debit,True,False,0,150.2,113,2.1,2,18-25,1,CH-ZH,0
e745d7e53b03c26b,65,73.41,4819.71,1,annual,credit_card,True,True,4,183.5,298,2.5,2,36-50,0,CH-ZH,0
20afa56bf367ac54,51,74.75,3855.4,3,annual,invoice,False,True,9,321.1,19,7.3,4,51-65,0,DE-BY,0
14c52a5e0e180aa9,42,51.53,2211.49,1,monthly,auto_debit,False,True,4,262.2,163,5.4,1,36-50,0,DE-NW,0
00aa6841d365e160,6,85.73,640.49,5,two_year,auto_debit,True,False,4,393.2,75,1.3,0,51-65,0,CH-ZH,0
d215733731d66368,51,42.57,2210.85,2,monthly,digital_wallet,True,False,6,326.1,100,5.6,5,65+,0,DE-NW,0
4e061814b1e7346e,9,42.96,437.54,5,monthly,auto_debit,False,False,5,174.2,164,3.4,5,18-25,1,DE-NW,0
36d6a41bcef939ab,44,79.7,3581.89,2,annual,auto_debit,True,True,10,186.9,43,1.1,0,26-35,0,DE-HE,0
3ecd8c40e835c185,1,51.04,92.13,4,monthly,credit_card,True,True,3,273.2,132,5.5,4,26-35,0,AT-W,0
3ca015a11b3dab8b,67,19.57,1326.53,5,annual,auto_debit,False,True,1,194.3,138,6.6,5,36-50,0,DE-BY,0
044bd9f45244b936,37,106.08,4002.52,4,two_year,auto_debit,False,False,9,265.8,95,2.0,3,65+,0,DE-BY,0
4762862489547fd2,31,111.84,3577.75,2,monthly,credit_card,False,False,10,151.2,256,2.8,0,36-50,1,DE-BY,0
81d95c143c333ee7,71,114.66,8237.38,4,two_year,invoice,True,False,8,480.3,313,8.7,5,26-35,1,DE-NW,0
ccd42e485671dcd6,19,59.78,1201.9,4,two_year,invoice,True,True,9,270.7,103,8.6,2,65+,0,AT-W,0
9a95dfb5a96b3ab2,18,83.9,1565.41,1,two_year,auto_debit,True,False,2,363.5,163,8.8,3,51-65,1,AT-W,0
525cbd86c4dd39e9,35,30.96,1103.15,1,two_year,credit_card,True,True,3,343.7,183,0.8,6,51-65,0,CH-ZH,0
2105f94aa6b4d33d,60,89.76,5506.97,4,annual,invoice,True,True,3,16.1,7,9.3,3,26-35,0,DE-NW,0
97aef52e361eff46,8,33.59,300.27,5,annual,credit_card,False,True,6,202.4,21,6.1,6,51-65,1,AT-W,0
719634f087c58b78,68,70.15,4860.48,5,monthly,digital_wallet,False,True,3,259.4,202,9.8,0,65+,1,CH-ZH,0
989b641dee963b54,6,34.93,257.94,3,annual,invoice,False,False,9,459.5,353,5.2,1,51-65,1,DE-BY,0
0d0033838b14a9bf,64,26.88,1758.97,5,monthly,digital_wallet,False,False,7,12.5,232,5.9,5,26-35,1,DE-BY,0
e6068bab5d5b8d95,32,49.03,1628.36,2,two_year,auto_debit,True,True,11,224.7,185,0.9,5,51-65,0,AT-W,0
c63370e30c0239c4,70,54.96,3924.82,5,two_year,invoice,True,True,2,384.6,26,4.2,2,51-65,1,CH-BE,0
3b04333b896699f3,23,27.34,648.04,5,annual,auto_debit,False,False,7,271.8,2,6.1,3,26-35,0,CH-ZH,1
009d36e0c5c629be,60,62.64,3827.38,1,monthly,credit_card,True,True,2,74.1,334,3.5,1,18-25,1,DE-HE,0
356a8c1e286f5d7a,11,20.15,235.32,3,two_year,invoice,False,False,0,46.6,153,3.2,3,18-25,1,CH-ZH,0
f7599fffc0d52239,8,45.75,420.65,3,annual,digital_wallet,True,True,9,29.1,292,7.3,5,65+,0,AT-W,1
486b5d75cd1afdcb,36,59.84,2199.7,5,two_year,credit_card,True,False,8,364.6,254,4.9,1,65+,0,CH-BE,0
45f6093c8d51c7cf,37,117.82,4421.08,1,two_year,invoice,False,False,0,166.9,286,8.1,1,18-25,0,CH-BE,0
d5b91e64f71dcc83,36,41.71,1534.94,5,annual,auto_debit,True,False,5,198.0,291,6.2,0,26-35,0,DE-HE,0
165af6b8bc77c4ce,43,111.84,4918.11,1,two_year,invoice,False,True,10,230.3,274,9.0,3,51-65,0,CH-ZH,0
40795a3e29c51480,38,74.32,2902.58,1,monthly,credit_card,False,True,2,140.2,15,3.4,3,65+,0,CH-ZH,0
e09a386fb3c4160b,49,34.67,1743.29,3,two_year,credit_card,True,False,6,43.4,121,3.7,6,36-50,0,CH-ZH,0
64bab06fd0cb6187,38,33.38,1286.38,2,monthly,digital_wallet,True,False,8,77.0,174,9.2,5,65+,1,DE-HE,0
9818e0f282db1ff0,18,95.8,1866.4,5,two_year,invoice,True,True,7,193.8,267,1.2,2,18-25,0,DE-HE,1
f87bb15bd53e109e,59,108.36,6530.44,3,monthly,credit_card,True,False,3,96.3,141,5.3,6,51-65,0,DE-HE,0
7efe72eedea1bcc7,19,31.54,645.25,5,two_year,auto_debit,True,False,8,159.2,72,9.4,6,36-50,0,DE-NW,1
de77ec1f76a7aec8,9,47.69,478.84,1,monthly,auto_debit,False,True,1,191.8,44,4.3,1,65+,1,CH-ZH,0
5c80404db6afbf5c,45,47.81,2209.44,5,monthly,digital_wallet,True,True,12,459.8,239,1.0,2,51-65,1,DE-NW,0
e600a61f7d1ab6b4,28,30.09,865.33,3,annual,invoice,False,False,7,243.8,33,4.8,2,51-65,1,DE-NW,0
673514b88fe6c0c7,36,95.63,3502.68,1,annual,auto_debit,False,True,12,151.1,236,4.0,3,26-35,0,CH-ZH,0
27bfaa358cd59a75,20,117.26,2443.78,5,annual,digital_wallet,False,True,2,331.3,39,7.4,5,65+,1,DE-BY,0
95d9b7dd6a49d3a5,59,49.16,2946.91,3,annual,auto_debit,True,False,5,247.1,338,0.6,1,26-35,0,DE-NW,0
66e075ad1e08433b,19,62.56,1258.43,4,monthly,invoice,False,False,9,397.2,347,3.0,3,36-50,0,CH-ZH,0
90378b5f74c6c6ee,1,79.21,185.96,3,monthly,credit_card,True,True,11,280.0,183,1.1,2,18-25,0,AT-W,0
36872988ee4f71b3,50,80.65,4105.57,4,two_year,invoice,True,False,2,94.1,196,8.4,2,51-65,0,DE-HE,0
8ed82341e506bba1,16,29.1,480.61,4,two_year,digital_wallet,True,True,2,321.1,212,8.6,6,65+,1,CH-ZH,1
5a412311b1b38c82,23,62.71,1525.11,4,annual,invoice,True,False,9,3.7,255,8.5,1,65+,1,AT-W,0
5c03a23a3401daf8,69,75.52,5251.5,4,two_year,credit_card,True,False,11,40.0,269,9.8,6,36-50,1,CH-ZH,0
efd0f0ed55635551,10,69.95,751.63,1,two_year,credit_card,True,False,8,389.3,240,4.5,3,65+,1,AT-W,0
eab35ba465ec4495,45,115.86,5305.14,1,two_year,credit_card,False,True,10,236.6,86,5.7,5,36-50,0,DE-HE,0
3dafdba89e78ae73,62,23.66,1498.9,3,annual,invoice,False,False,4,7.1,57,6.0,4,26-35,1,DE-HE,0
2a31bcca5f725981,22,42.43,975.25,5,monthly,credit_card,True,True,9,467.0,78,8.4,6,51-65,1,DE-NW,0
a2ff8127a2edf96f,56,91.23,5207.2,3,monthly,credit_card,True,True,2,232.0,243,3.0,5,65+,0,AT-W,0
2084cdf8c9db19c7,49,64.83,3265.51,1,annual,digital_wallet,False,False,8,341.4,21,1.0,4,36-50,1,CH-ZH,0
7be3f805babdce8a,34,50.17,1735.8,5,annual,digital_wallet,True,True,8,168.7,353,9.9,2,65+,0,CH-BE,0
3e042f9b7a6568c1,1,102.33,163.49,1,two_year,digital_wallet,False,True,11,141.6,98,0.3,4,18-25,0,CH-ZH,1
24876d5b2e6b42f2,27,114.8,3238.29,1,monthly,invoice,False,True,1,347.8,129,2.9,5,18-25,1,DE-HE,0
9a6c0061bbe97014,54,87.68,4846.08,3,monthly,auto_debit,False,True,6,194.3,30,2.6,6,36-50,0,AT-W,0
c8548340e292f8ae,8,66.63,607.02,2,two_year,digital_wallet,True,True,8,384.4,111,6.1,0,51-65,1,DE-BY,0
e99c22c2b6429fca,4,22.66,107.65,4,monthly,digital_wallet,True,True,0,332.3,136,1.5,2,51-65,0,CH-ZH,0
783822a5b1d89d21,62,65.2,4122.45,1,two_year,invoice,True,False,11,409.0,246,1.2,4,36-50,1,CH-BE,0
6a623adabb546f28,38,57.06,2251.52,1,annual,credit_card,True,False,12,383.3,331,2.0,4,18-25,1,CH-BE,0
494d524e72dd81a6,24,46.38,1141.26,3,annual,auto_debit,False,True,2,17.8,12,7.2,4,26-35,1,AT-W,0
e48b15d72c48a94b,8,98.24,884.13,4,monthly,auto_debit,False,True,5,393.9,21,4.1,1,65+,1,CH-BE,0
37e788b6d70dee97,68,30.64,2127.18,1,two_year,invoice,False,True,7,453.6,316,0.5,5,26-35,0,DE-NW,0
fec6726221782e14,6,109.99,725.64,5,monthly,auto_debit,True,True,7,297.5,315,2.2,6,26-35,1,DE-HE,0
d1bcbf944b97b4cc,51,49.04,2553.81,2,annual,invoice,True,True,5,31.6,140,1.4,3,26-35,1,CH-ZH,0
686850852cf61235,21,61.06,1315.28,1,two_year,digital_wallet,True,True,7,40.4,3,1.8,0,65+,1,AT-W,0
ccebc0d1a8068733,60,87.7,5361.96,5,annual,digital_wallet,True,True,9,345.8,305,1.8,3,65+,0,CH-BE,0
0a46b465bfb2b2b8,38,51.52,1995.66,1,two_year,auto_debit,False,True,7,385.2,337,2.1,0,26-35,0,DE-NW,0
a2fd300705d48a59,60,67.24,4130.06,1,two_year,credit_card,False,True,6,125.7,315,8.1,6,51-65,0,DE-BY,0
a1e470ef13acbf82,6,112.11,816.78,4,two_year,auto_debit,True,True,11,222.4,296,3.3,1,36-50,0,DE-BY,1
4a64fe624ae06538,41,38.92,1631.24,2,annual,invoice,True,False,9,242.2,223,1.4,4,51-65,0,AT-W,0
8764514397de911c,47,29.32,1411.23,3,monthly,credit_card,True,True,11,284.3,143,1.4,6,51-65,1,AT-W,0
6278347022e40fe1,21,94.84,2067.05,2,two_year,invoice,True,True,6,428.5,250,8.6,1,65+,1,AT-W,1
a4fac714a2933aff,35,16.52,600.88,2,annual,digital_wallet,True,True,9,449.1,213,9.8,0,51-65,0,AT-W,0
1a2082882718940b,67,56.4,3846.29,1,annual,digital_wallet,True,True,8,376.5,354,7.3,1,26-35,1,DE-HE,0
de4ae09d9f2d9531,30,83.0,2571.32,3,monthly,digital_wallet,True,False,7,385.9,360,4.1,6,36-50,1,CH-BE,0
fcfa4a64ddbcd24d,0,105.34,146.78,3,two_year,auto_debit,False,False,12,134.9,313,5.4,6,26-35,0,CH-ZH,1
7ad3942bb15ffcaf,42,92.25,4007.83,3,monthly,auto_debit,False,False,7,309.6,187,3.7,5,65+,0,CH-ZH,0
09ab9c9076ff0dc4,26,29.53,798.48,4,two_year,invoice,True,False,5,449.0,257,6.8,2,18-25,0,DE-HE,0
ce52540e7c6e8d1c,44,62.5,2833.1,4,two_year,credit_card,False,False,12,336.7,354,8.1,0,26-35,1,DE-BY,0
a38f7ac494b6d0a0,10,56.02,641.89,1,monthly,invoice,False,True,11,74.0,77,8.7,4,18-25,1,AT-W,1
3b9b7927f45a9da6,69,112.83,7889.09,1,annual,invoice,True,True,12,116.2,266,6.4,3,65+,1,CH-BE,0
97353626cda41f54,41,66.05,2776.09,5,annual,digital_wallet,False,True,12,153.2,133,2.3,2,36-50,0,DE-NW,0
6565a0a0eb2a64d5,45,44.86,2068.88,2,two_year,credit_card,True,True,11,346.4,341,7.9,1,26-35,0,DE-BY,0
d11d9804ea41b9cb,40,75.33,3078.71,2,two_year,auto_debit,False,False,2,186.5,276,9.8,4,36-50,0,DE-BY,0
cc3e28643aee16ef,51,112.76,5914.01,3,monthly,auto_debit,False,False,7,448.0,293,6.7,6,65+,1,DE-HE,0
a6b9c1ef773a06bd,14,91.82,1344.19,5,monthly,credit_card,True,False,9,420.4,228,3.6,2,18-25,0,CH-ZH,0
121110decabf1965,67,38.33,2597.93,1,monthly,digital_wallet,True,False,3,245.2,308,6.1,0,36-50,1,DE-NW,0
69ab54f2b5e0c129,54,53.81,2947.96,3,annual,digital_wallet,True,True,11,443.9,212,8.0,2,26-35,1,CH-BE,0
465c21f02308e1c6,53,29.65,1588.83,2,annual,digital_wallet,False,True,9,378.1,45,0.1,5,36-50,1,DE-NW,0
a790d620cc18f41a,71,63.52,4599.79,2,monthly,digital_wallet,False,False,0,411.4,154,8.3,2,51-65,1,DE-NW,0
470265a8c14c52e0,3,98.08,372.72,4,monthly,credit_card,False,True,7,453.4,330,2.4,0,36-50,1,DE-BY,1
070840efbc93df0d,46,76.01,3600.47,4,two_year,auto_debit,False,True,4,81.4,29,1.5,3,26-35,1,DE-NW,0
a83327220e8416d4,6,43.63,323.39,3,monthly,credit_card,False,True,8,96.9,321,1.8,0,65+,0,CH-ZH,0
399d361b0b750759,41,106.61,4497.34,3,annual,credit_card,True,False,2,6.4,265,2.8,6,51-65,1,DE-HE,0
02cf0c5ce4fdbcb7,20,25.75,533.57,2,two_year,auto_debit,False,False,1,58.3,67,9.2,3,36-50,1,CH-BE,1
d4a0f77033696654,46,29.6,1405.63,5,annual,invoice,False,True,11,407.3,113,1.3,5,26-35,0,DE-HE,0
a4747a10707f24f1,16,37.03,626.73,1,monthly,auto_debit,False,False,0,98.2,16,7.9,4,65+,0,AT-W,0
97d0e5ed91f5a295,15,110.4,1744.5,1,monthly,auto_debit,True,True,2,335.3,14,0.9,6,36-50,1,DE-HE,1
fc66fb484f6ff20a,20,104.79,2212.43,5,two_year,auto_debit,True,True,8,108.5,98,9.6,1,65+,0,CH-BE,0
b7ab6a76332a3704,12,112.04,1495.88,4,annual,invoice,False,True,2,417.4,194,4.2,4,26-35,1,DE-BY,0
224fb9a274e0418f,40,27.98,1136.99,3,two_year,credit_card,True,True,5,246.9,197,2.8,4,36-50,1,DE-NW,0
1095343f2be478c8,70,57.76,4096.8,1,annual,credit_card,True,True,10,245.8,53,4.0,4,18-25,0,DE-NW,0
cf6a24668294f154,50,57.07,2887.84,2,monthly,credit_card,True,False,3,297.5,206,1.2,6,51-65,1,DE-HE,0
7baf6c5fef6c48a2,34,94.41,3346.19,3,annual,digital_wallet,False,False,2,384.0,55,1.2,3,51-65,0,CH-BE,0
fd1289ab928cde5d,17,18.12,332.15,4,two_year,auto_debit,True,False,9,339.6,78,3.0,4,18-25,0,CH-BE,0
79f31847f0a1fb1e,66,95.6,6376.7,4,annual,credit_card,False,True,12,15.8,220,8.8,0,51-65,1,DE-HE,0
76de6665e38fef60,48,61.47,2992.17,3,two_year,invoice,False,False,2,156.2,199,4.9,0,65+,1,CH-BE,0
