interaction_id,customer_token,channel,topic,duration_minutes,resolution_status,satisfaction_score,agent_id_hash,interaction_date
40b2bc39c930525e,7e4da7f164626253,app,complaint,2.5,unresolved,9.4,fedc2b2956802007,2024-12-02
43024c3b022f3402,fc7409b846103218,branch,billing,0.1,resolved,3.6,609f4a1d006cc5d0,2024-07-05
14aca2a3d46a8239,48729bba3c509acb,app,technical,9.9,unresolved,7.8,05793679970dfe83,2024-01-25
5365ad8b430f6a2b,c9b87801e32ab2ac,branch,billing,7.8,unresolved,6.6,cac0551db5e3f05d,2024-05-06
e7c8894ec5e69568,3b3d64cca5a929f3,email,cancellation,1.3,resolved,8.3,af4f3115ae880ef1,2024-11-21
77af0255a1689442,15dd59d98f96fd43,email,billing,2.2,resolved,7.8,f058f69146fde5a4,2024-02-13
9ca3912fb1e284bb,d08a5d4a9330860a,app,billing,1.4,escalated,6.5,cfa1407a0ddbe71e,2024-05-03
a22099bf4ce07d8d,f6b58d54c79a7cd6,app,billing,0.6,resolved,1.5,4cc9a85ce7df38b6,2024-12-27
2988419c5a668be6,efd0f0ed55635551,chat,upgrade,18.0,resolved,9.7,bac5f7879d67307f,2024-08-01
ff2b534272089755,ad007edf2917d996,phone,technical,17.5,resolved,8.9,2cd0bba07e3f4cdf,2024-05-16
f8f576373606423a,e600a61f7d1ab6b4,app,upgrade,0.4,resolved,6.7,2305400ca286a6be,2024-03-07
29474b76b39c9d6d,262d379b1a935bf1,phone,upgrade,0.8,unresolved,5.8,af4f3115ae880ef1,2024-09-14
6925054e9995716f,8e7718b13ed59f5c,phone,technical,6.9,resolved,9.8,8168c84b4d453f19,2024-08-07
bd12815442945df9,36872988ee4f71b3,email,technical,0.8,resolved,8.3,cfa1407a0ddbe71e,2024-09-25
85810b3f56ba90ea,3cd287a648484145,chat,billing,1.0,resolved,4.1,8168c84b4d453f19,2024-02-29
a879e89f492d5706,a6b9c1ef773a06bd,phone,complaint,2.1,resolved,5.1,ddf170a476086c6f,2024-11-01
003ec110d17356d5,27c92834df097d11,email,cancellation,0.6,resolved,1.3,ee08771c9d0f0715,2024-02-09
3c4645a8166ecb5c,ce132dfabb90cfec,app,technical,9.1,unresolved,1.6,d62a03403b96385d,2024-05-06
39bee5bcdf1e01f0,9a6c0061bbe97014,email,upgrade,2.6,resolved,5.8,bac5f7879d67307f,2024-10-10
8642e8cd34cec63c,dc04c42ebfeda16c,email,cancellation,7.4,unresolved,4.7,05793679970dfe83,2024-08-05
86da504be252360e,4587b25745585a05,app,technical,6.1,escalated,8.0,c76eb8bd11bd6115,2024-09-05
75d541c668f55b9f,2858814fb98eb39b,branch,billing,12.3,resolved,7.4,fb850b9cfc684926,2024-07-19
8f15e4b761e9488e,26f42509cf5cde8e,phone,upgrade,8.8,resolved,8.1,c5c4ea45c9fa7128,2024-02-12
8831fd6ac300913c,c8bd83145603e477,chat,general,1.0,resolved,3.6,06ca84ca3e4fe39c,2024-09-17
78fbadd0d3c4862c,356a8c1e286f5d7a,phone,billing,3.9,resolved,6.1,05793679970dfe83,2024-11-09
b2c111d19037aee6,4d6eb45fd05d56fd,phone,billing,0.3,resolved,8.8,dad25bdc2eb28efc,2024-12-14
ba101f2f0010977b,8560f29217da0829,phone,general,12.8,resolved,6.2,2cd0bba07e3f4cdf,2024-04-29
0c7ff1fba2ee99db,8de66ee28c31b238,email,complaint,7.1,resolved,1.0,609f4a1d006cc5d0,2024-11-03
ede5338bf7699ce9,a981098a586ce8bd,branch,general,0.0,unresolved,8.5,ee08771c9d0f0715,2024-09-29
d6e70567c38a3bd9,601c7b8334f16768,branch,technical,8.3,resolved,1.4,2305400ca286a6be,2024-06-09
c4d7c830febfc605,637dbf8360d5194e,email,complaint,14.6,unresolved,5.5,7c89d0af87939122,2024-12-06
b8b7d1174d9126e4,24035e5fa3060bd4,chat,cancellation,1.5,resolved,7.9,cfa1407a0ddbe71e,2024-11-17
0d43138db05379d8,1ab01430c33d21c2,chat,complaint,5.0,escalated,5.2,32bd638578fd7f8f,2024-03-17
97cd4742d0b1ace9,e6068bab5d5b8d95,branch,upgrade,4.5,unresolved,3.0,c5c4ea45c9fa7128,2024-11-25
67a1969a2b6ac3de,11c1d84fadb1c7c2,phone,cancellation,1.9,resolved,9.4,ddf170a476086c6f,2024-05-02
0b7460192368394e,cc57238a136e920c,phone,technical,6.3,resolved,8.6,609f4a1d006cc5d0,2024-10-08
d9458ae7cc89a4b5,d28853d261e28c50,branch,general,3.6,resolved,4.6,32bd638578fd7f8f,2024-05-06
7aebbfeca746b995,673514b88fe6c0c7,branch,billing,0.3,unresolved,2.7,fedc2b2956802007,2024-05-24
57ef3e4492bf9f1d,7f6ec6efeb9e17fd,email,upgrade,0.7,resolved,5.9,1c39c989cc2a171c,2024-07-01
0844c27c1b7c5035,7efe72eedea1bcc7,chat,billing,13.0,escalated,6.8,5b7627488b739561,2024-05-11
99763707092ba7df,3889f99d1d1b1c92,email,general,7.8,resolved,3.7,64b696c958ad6331,2024-04-12
ba0cb1addfb46efa,e09a386fb3c4160b,branch,technical,14.8,resolved,8.3,d62a03403b96385d,2024-10-10
d3415c9fc3a39eaf,2ad62cb0b43165d1,app,billing,0.6,unresolved,5.1,1fa6b70d2a59204a,2024-10-06
de2c659ec978303b,48729bba3c509acb,branch,complaint,2.5,resolved,4.6,cac0551db5e3f05d,2024-01-27
e3f0da0d3b103c44,61fd0f5864ecb010,chat,cancellation,2.6,resolved,1.8,b42c3b95cba63112,2024-01-18
929418ef69e2f280,b53861bc6e140d22,branch,billing,9.2,unresolved,1.7,cac0551db5e3f05d,2024-06-11
00d708c247d43b68,14c52a5e0e180aa9,chat,cancellation,6.8,unresolved,2.7,fedc2b2956802007,2024-09-16
9829e4e200bb5142,f431ecb7711615b0,email,complaint,5.0,unresolved,6.2,f058f69146fde5a4,2024-11-08
012efdc057364e6a,0a5211e92314f9b4,phone,general,11.0,unresolved,5.0,56de770f703fbd3c,2024-07-09
e26df87a83d227a8,1dd675c43554d179,app,cancellation,4.7,escalated,6.4,3370822d9a67b2b4,2024-11-11
bf06ee8adc545f7e,4d6951c1297e4c67,app,complaint,5.6,resolved,8.0,af4f3115ae880ef1,2024-08-10
c7350a5cbe876a38,bfb5e25d1defb1ce,app,upgrade,8.0,escalated,3.0,56de770f703fbd3c,2024-04-30
ebd11cf0ffc53d66,bd9181189c0df7c0,branch,complaint,2.8,resolved,4.8,b4b0a9df62e6341e,2024-07-21
b620efe7ae479658,c0d2834a28f7d955,email,general,5.2,resolved,4.7,0addca0233b2a77d,2024-01-07
ec8bd8a8326fce88,54e8dabed420478c,email,billing,10.8,unresolved,7.8,05793679970dfe83,2024-12-01
f115f41284ec7f27,6ad8a65f8b886422,app,upgrade,0.4,unresolved,7.3,2305400ca286a6be,2024-01-12
d906e568b07947ce,2c955c05a25028f6,branch,upgrade,3.0,resolved,9.6,af4f3115ae880ef1,2024-01-11
a3892f0ce5f4705e,22d5bb56573939bc,app,technical,2.5,resolved,9.5,3370822d9a67b2b4,2024-07-28
b6cdc05fa00e4393,1f874be6a0cb1c90,email,upgrade,0.8,unresolved,4.1,c423299841bcd116,2024-08-17
97485e63fd995e3c,ff107396f163c985,branch,upgrade,0.9,resolved,8.5,82fe407f64b38d82,2024-05-04
d151a3a620d048c5,0bb1d61fa1b0f993,app,general,1.2,unresolved,6.1,05793679970dfe83,2024-02-08
a6fd2d621607b7d3,69ab54f2b5e0c129,app,cancellation,4.2,resolved,1.6,dad25bdc2eb28efc,2024-03-06
4c4ddd8c7c971077,c8548340e292f8ae,branch,cancellation,0.6,resolved,3.3,ec398133ae662ffd,2024-01-13
d5fb86832c014c53,e2bf979250213981,chat,cancellation,1.0,unresolved,3.9,5b7627488b739561,2024-07-26
9ce1b2a0e6f770da,afe40b8a8f0f3d84,chat,general,0.6,resolved,1.4,af4f3115ae880ef1,2024-07-15
6597de53f27d0d5e,a38f7ac494b6d0a0,phone,technical,2.9,resolved,2.2,d120a5423d6b9809,2024-02-08
acabbf93a74c1a7e,27bfaa358cd59a75,email,billing,14.7,resolved,9.2,0823317874a6b052,2024-07-24
3fba3ff57ad94274,8afdb472cddbdb81,phone,billing,1.3,unresolved,3.7,c7c7ef357b5ecde0,2024-01-30
b773b5b5cd8572a9,6da130da8af1e304,chat,technical,1.9,resolved,7.9,ddf170a476086c6f,2024-02-26
4c5825d9ce4628a4,342bc2899163338d,branch,cancellation,6.4,resolved,4.9,dad25bdc2eb28efc,2024-09-13
0027979d6ab3b0f0,fd0a807ca0df70a8,phone,cancellation,6.7,unresolved,8.0,b42c3b95cba63112,2024-10-16
55339a6442b815ab,ab4e765e8843ec76,phone,technical,2.4,unresolved,7.0,64b696c958ad6331,2024-11-30
67d09dc418da0bdd,ef3d71a9c72b587c,email,technical,8.8,unresolved,6.5,56de770f703fbd3c,2024-01-31
b47b619e0a372326,cc3e28643aee16ef,chat,complaint,11.6,unresolved,2.2,64b696c958ad6331,2024-02-08
ef506ca56d19e14e,15cf0c8a9792e50a,chat,complaint,3.4,resolved,1.8,f390a7f3d461cad8,2024-09-20
2ddb56a648ba1721,cfd3427cb3b54ffa,chat,cancellation,0.3,resolved,2.9,8f76ee50d48b6eb3,2024-04-04
64f17be4a7a4e58d,4d6eb45fd05d56fd,phone,technical,0.5,resolved,9.7,32bd638578fd7f8f,2024-10-02
9e98706865e8ec97,3f8912e52a75358c,chat,complaint,0.5,resolved,8.9,af4f3115ae880ef1,2024-01-23
a57d6c7674b21f52,2aa6d7b211ac3c1c,email,cancellation,12.2,resolved,1.8,f390a7f3d461cad8,2024-10-28
701eb91041f89639,0469899baa19afb3,email,general,8.3,resolved,2.3,ec398133ae662ffd,2024-05-21
e539d4bd810e6175,3889f99d1d1b1c92,chat,general,4.7,resolved,9.9,399b6a1f1b2a5ad4,2024-11-29
2e8e022a7a819a3f,1a13581cb12c0831,phone,billing,2.0,unresolved,8.5,dad25bdc2eb28efc,2024-10-12
ac68570dcd48ba1b,f4aebc96462e6b0f,app,general,1.6,unresolved,7.7,ec398133ae662ffd,2024-02-12
d80af77a58eab636,224fb9a274e0418f,branch,technical,1.4,unresolved,2.9,dad25bdc2eb28efc,2024-05-05
e3223f339412b38b,0a46b465bfb2b2b8,phone,general,14.2,resolved,5.6,ee08771c9d0f0715,2024-06-11
5fd5b11a6432735a,3550bcf50d099218,chat,cancellation,5.0,resolved,5.3,dad25bdc2eb28efc,2024-05-26
96d97c8a5920f091,7cfe910d5ae635ea,email,cancellation,11.2,resolved,6.5,d120a5423d6b9809,2024-02-18
06c0edf17651026c,29888b944b65e29f,email,cancellation,1.9,resolved,5.4,b42c3b95cba63112,2024-01-20
40376af0c43f502e,da1ce756a9266d28,app,upgrade,17.6,unresolved,1.8,05793679970dfe83,2024-01-03
aa123dce762eb1fb,470265a8c14c52e0,chat,cancellation,0.2,resolved,10.0,32bd638578fd7f8f,2024-11-26
5804ec5dd512e77a,dd4bc80c6125668a,app,complaint,0.9,unresolved,7.2,1a74383a109cb319,2024-07-17
0c5201a52386d90b,6c14a166a64d8b13,app,billing,2.3,resolved,5.0,cfa1407a0ddbe71e,2024-03-08
178c594e1cdadf8c,f29d7ce6de0d8623,branch,complaint,6.3,resolved,5.1,3c4fd57ee2769348,2024-12-27
b1ef2129d6ed322b,6ea67b24b77eb9f4,email,upgrade,2.3,resolved,7.8,05793679970dfe83,2024-05-04
d69d89e32f553519,bfb5e25d1defb1ce,chat,general,5.9,resolved,1.2,32bd638578fd7f8f,2024-04-26
3e0020a35a8fbf81,350d9ea9aab807a6,app,billing,8.7,unresolved,7.8,544a618267704438,2024-03-24
d1c1c04ed1d40e66,c03ffd1693bec76d,email,complaint,1.3,resolved,9.6,3370822d9a67b2b4,2024-09-16
59904d557c9db839,cf24922037aeb96d,chat,technical,0.4,resolved,1.8,0823317874a6b052,2024-02-08
536f48f017f4af36,84ccf3119a3a106d,phone,complaint,3.9,unresolved,7.3,56de770f703fbd3c,2024-10-16
fa5dd9314d176fcb,673514b88fe6c0c7,phone,upgrade,2.6,resolved,8.1,1a74383a109cb319,2024-06-24
208acae5628cc333,470265a8c14c52e0,phone,general,1.6,resolved,5.9,fedc2b2956802007,2024-06-03
b8c6466ee63e4a4e,985b4d44da64c8ed,email,technical,11.1,unresolved,8.3,b6e6bbe380a4ecfa,2024-01-06
139148f96fbe194a,97d0e5ed91f5a295,app,complaint,0.8,resolved,7.6,2305400ca286a6be,2024-09-08
a843acc575c45d78,7817ec45dfccddb9,phone,upgrade,1.4,unresolved,4.0,adeaddf287e0ac93,2024-05-31
5f13ce95cd6825b2,9ea3c99ef5cf605a,app,cancellation,5.4,resolved,6.2,b6e6bbe380a4ecfa,2024-04-27
519be4ec0378fc27,1e14b7c74622ac4b,phone,upgrade,0.2,resolved,6.1,b4b0a9df62e6341e,2024-12-20
8cd16d8bbcbd4c47,713ed89f0f6f4e04,email,general,4.1,resolved,9.0,5e638881d60146cc,2024-03-05
ddad5b7901c5dbcd,f850880759dff994,app,cancellation,0.3,unresolved,3.2,0addca0233b2a77d,2024-06-01
d696aa64c4755bf5,6c14a166a64d8b13,branch,upgrade,3.7,resolved,3.0,774ec0b9da094a62,2024-06-04
82491d071238dbba,044bd9f45244b936,branch,upgrade,7.5,unresolved,4.1,dad25bdc2eb28efc,2024-09-19
6dc9c3aa7765950b,601c7b8334f16768,phone,complaint,14.1,unresolved,3.2,adeaddf287e0ac93,2024-11-23
95105903b223016a,0a3a13a712776e78,chat,technical,1.9,escalated,9.4,5e638881d60146cc,2024-02-15
bce1e35f540d041d,70b4ff1afa97020e,phone,technical,11.7,resolved,5.6,c423299841bcd116,2024-12-30
ea3a9ba34c4f933f,09151ed2d74d2e19,branch,technical,2.7,unresolved,5.8,32bd638578fd7f8f,2024-01-13
55d9dc5c022b7607,7efe72eedea1bcc7,branch,general,2.7,resolved,6.2,3c4fd57ee2769348,2024-04-09
d77d0d1a5c8de690,61fd0f5864ecb010,phone,complaint,3.1,resolved,4.4,b6e6bbe380a4ecfa,2024-04-15
6db5efc68981d85b,788179f07895627a,app,technical,2.3,resolved,2.4,64b696c958ad6331,2024-08-15
5b142390035f5737,8e8ef9b2d63288e9,branch,billing,8.2,resolved,9.8,d120a5423d6b9809,2024-10-02
5ff81ec3511d3fc5,4d6eb45fd05d56fd,chat,complaint,4.1,unresolved,8.1,cac0551db5e3f05d,2024-03-07
449e4326f22d6558,97b20d27eeac7dcf,phone,complaint,3.5,resolved,2.6,56de770f703fbd3c,2024-10-28
636d8c3433ba05a2,6e46faafb066708e,chat,upgrade,2.0,unresolved,1.4,8f76ee50d48b6eb3,2024-05-07
bcedddda651bed4e,8595ddc66d3b9017,app,billing,3.8,resolved,9.1,06ca84ca3e4fe39c,2024-03-22
9a11aa6ec4cd4599,ccd42e485671dcd6,app,cancellation,10.0,resolved,5.6,5b7627488b739561,2024-07-12
f9f1a6b8de85454d,a2ff8127a2edf96f,chat,billing,3.0,resolved,5.7,c76eb8bd11bd6115,2024-01-25
16a6d4ac50bac7c5,1933c19b3ca490f6,email,upgrade,11.2,resolved,5.6,b4b0a9df62e6341e,2024-02-15
36dc9a3ce10e133d,9346d0d6814428d4,branch,complaint,0.3,resolved,2.3,2cd0bba07e3f4cdf,2024-05-04
495f5f7e38caf9dd,267e625565404acc,app,cancellation,2.3,unresolved,7.8,dad25bdc2eb28efc,2024-08-31
e12dd7a3a07de83c,a3bb335e7dd28a54,app,cancellation,6.9,resolved,4.2,b42c3b95cba63112,2024-04-02
15f32d5b42757855,b99db9927fd6de2b,branch,billing,17.6,resolved,5.0,d120a5423d6b9809,2024-01-04
6289c3080c0fd57d,6278347022e40fe1,email,upgrade,2.8,resolved,7.4,b7dff30912eb0039,2024-08-11
da1be83cf8b8532b,2faecd2ea9af1b38,chat,complaint,1.0,unresolved,1.9,bac5f7879d67307f,2024-12-23
ea4b2685db5b9a62,12e63a843a011c35,app,upgrade,3.5,unresolved,5.6,dfec25d33cc2bf76,2024-05-14
42656b55cbdcc1a0,cc57238a136e920c,app,complaint,3.4,unresolved,2.5,3c4fd57ee2769348,2024-09-25
ea5f2f9fa136c3da,a790d620cc18f41a,branch,general,0.8,resolved,9.1,5e638881d60146cc,2024-05-27
92ce55e8bee77093,88256bb2a38ef014,phone,general,2.3,resolved,4.9,b6e6bbe380a4ecfa,2024-10-18
582bf6e5fddd421f,de4ae09d9f2d9531,branch,technical,8.2,escalated,2.2,4cc9a85ce7df38b6,2024-08-07
12fec2d1c65b039d,37f3b479dac1617b,email,cancellation,9.6,escalated,3.4,0823317874a6b052,2024-11-06
b6a511b90ff98f16,edb39a7fbdf3edaa,app,technical,0.3,resolved,1.5,b7dff30912eb0039,2024-06-25
e3b347a1703cad0b,73782229d955b453,chat,billing,3.9,unresolved,3.1,c423299841bcd116,2024-07-04
d4b99c59a35ed72b,79b34c7dbd15f98b,chat,billing,2.0,resolved,9.3,8168c84b4d453f19,2024-07-07
2203c0b9dec7ae23,328e8885eb7190eb,app,technical,8.4,unresolved,6.1,d62a03403b96385d,2024-09-12
cc5cfe0d3648c060,2bc450148c28b47a,app,billing,3.4,resolved,9.5,399b6a1f1b2a5ad4,2024-12-03
0641b64a408cfe06,1383c0e777d7e42a,app,upgrade,6.8,unresolved,4.4,fb850b9cfc684926,2024-02-21
2607be77a2e63c3d,3b522e0c4debdf10,branch,general,2.3,unresolved,3.7,3370822d9a67b2b4,2024-01-24
bd82c3526cd04ea6,1c0b4f39057c26ff,branch,general,2.2,resolved,9.6,1c39c989cc2a171c,2024-12-01
1afe5f5028bde3b0,4f6a604412055600,app,technical,1.6,resolved,7.0,dad25bdc2eb28efc,2024-07-05
bd75b203ff67430d,14e24b971303e94d,phone,billing,1.8,unresolved,5.9,5e638881d60146cc,2024-11-19
d2aa8e2226eaff53,05994ecc6b269fd8,phone,general,7.1,resolved,1.1,4cc9a85ce7df38b6,2024-12-01
c4513d59cd9c327d,51bae5d5e6eb1e84,app,complaint,1.8,unresolved,3.1,774ec0b9da094a62,2024-09-26
6c84207a66cb2743,02cf0c5ce4fdbcb7,phone,cancellation,6.4,resolved,5.6,fb850b9cfc684926,2024-11-04
cf34c84cba440068,297073f7a7ee6b4f,chat,cancellation,8.6,escalated,3.3,b6e6bbe380a4ecfa,2024-11-05
620a475a9775e512,dd4bc80c6125668a,chat,complaint,6.2,resolved,9.8,fb850b9cfc684926,2024-01-09
d8e83c27b0eb4864,a93aa7dace01d135,app,upgrade,0.1,unresolved,2.7,1fa6b70d2a59204a,2024-02-14
7439dfd146f2c16b,d6b0aeb2a47ebd4f,phone,billing,3.5,escalated,6.7,d62a03403b96385d,2024-12-20
60ca731998aa1b0b,24035e5fa3060bd4,branch,complaint,0.9,unresolved,1.7,6454d581c167ce15,2024-08-13
0bf2c8e7489a57e7,52f2608f0fdfd28c,branch,cancellation,9.0,resolved,5.5,8168c84b4d453f19,2024-06-24
6f2210423bb12e4c,c6ef2a45ddd2f617,branch,cancellation,11.5,resolved,1.3,1fa6b70d2a59204a,2024-09-29
584c1767c7873e5b,42c4eabba3c0309b,phone,billing,0.3,unresolved,4.8,05793679970dfe83,2024-12-18
f66d847909fcf99d,399d361b0b750759,chat,billing,15.4,resolved,6.4,c76eb8bd11bd6115,2024-10-01
6d5a8a1809bd8992,9e0ee76af6f63d14,branch,billing,6.9,resolved,6.2,c5c4ea45c9fa7128,2024-03-24
ab65474b7eaf9ec1,ea41aee0b5febb6b,chat,upgrade,6.7,unresolved,3.0,774ec0b9da094a62,2024-06-27
d4f23e22d5db5ff5,d4a0f77033696654,email,cancellation,0.2,resolved,8.0,544a618267704438,2024-09-02
987dfd55382600c6,183a499c6578411d,email,technical,5.2,unresolved,2.3,05793679970dfe83,2024-03-26
3a1bc2449428dd09,28b1bf21489bea06,chat,complaint,5.1,resolved,2.2,fb850b9cfc684926,2024-07-30
53b57d1f078ded5e,f358e079224e09b4,email,general,10.3,resolved,2.9,0823317874a6b052,2024-08-03
08fcb316fb16710a,88256bb2a38ef014,phone,general,3.6,unresolved,2.8,fb850b9cfc684926,2024-01-21
3a76df5d8321a659,32dd4f34e06d50d9,email,upgrade,9.2,resolved,3.8,5b7627488b739561,2024-08-03
f2cc3a1efe6a14cc,ada3958d08916f0f,branch,technical,0.6,unresolved,7.5,399b6a1f1b2a5ad4,2024-06-05
65191db30a6d8cfb,449468eb0d2d9425,app,general,4.9,unresolved,5.3,b4b0a9df62e6341e,2024-08-06
13cf2c0284d72b38,73a33dcdb368fef2,app,general,1.3,escalated,1.9,3370822d9a67b2b4,2024-06-13
e6073272a8bd4969,4a64fe624ae06538,app,technical,5.6,resolved,5.8,8168c84b4d453f19,2024-02-02
e41d14d8cd6960f0,c6ef2a45ddd2f617,email,general,0.6,resolved,6.9,b4b0a9df62e6341e,2024-11-21
49a2181218e63524,8a2b37f719b60f6b,email,upgrade,0.1,resolved,1.1,fedc2b2956802007,2024-09-05
b997c00cdafc4aca,f3949495d1d258f1,chat,upgrade,2.0,escalated,1.9,7c89d0af87939122,2024-09-26
f6ce0af3f8156e1f,a6e44b308296a3d0,branch,general,0.4,resolved,8.8,64b696c958ad6331,2024-04-17
c236072d6a2d747d,51310eeba67238b6,email,cancellation,3.0,resolved,1.3,d62a03403b96385d,2024-02-14
ba4cac6593c991ba,e9eb878f95923e75,app,complaint,6.8,unresolved,8.4,c5c4ea45c9fa7128,2024-03-27
0b696369625294fb,90378b5f74c6c6ee,chat,cancellation,7.0,unresolved,3.1,05793679970dfe83,2024-11-09
81c4798fe8f0deb8,0a3a13a712776e78,chat,billing,8.9,resolved,6.6,dad25bdc2eb28efc,2024-10-27
7893e9835fc8ead6,db996eb524714042,email,general,5.4,escalated,1.0,05793679970dfe83,2024-10-26
658b1ec65e6ae14d,c2417da8ecc86cd2,email,complaint,4.7,unresolved,5.7,c7c7ef357b5ecde0,2024-11-26
4e833a87aa9aabb6,40795a3e29c51480,email,complaint,7.4,resolved,7.5,ddf170a476086c6f,2024-01-06
45704c0882d84e45,ccde1e88c9dacee8,chat,complaint,6.0,resolved,5.3,8f76ee50d48b6eb3,2024-06-22
f62fa9b65677e832,be15ab4e1a02bf8f,app,complaint,1.3,resolved,6.7,0addca0233b2a77d,2024-05-04
a3baa35da083b9f9,2cee8df3253c6be0,app,billing,22.9,resolved,4.5,b7dff30912eb0039,2024-10-06
33efd0577e97de0a,977c64cfba67295a,branch,cancellation,4.5,resolved,3.3,6454d581c167ce15,2024-11-27
403ef0c9863b8575,2589298c9144818b,phone,upgrade,2.1,resolved,4.3,56de770f703fbd3c,2024-10-06
cdcd568d85690747,8cfb46094b5f0108,chat,technical,1.4,unresolved,1.3,c7c7ef357b5ecde0,2024-08-16
ccf8e9b8665a2f85,22d5bb56573939bc,app,general,4.2,escalated,5.4,c5c4ea45c9fa7128,2024-04-18
8d0b41549adedd9c,7e4da7f164626253,chat,upgrade,3.4,resolved,2.4,5e638881d60146cc,2024-10-24
637da10294c89a57,72fcea085bcfb91a,branch,upgrade,3.7,resolved,6.2,b42c3b95cba63112,2024-02-05
2d4dfa59a0e5d65b,250219c2401f56a4,email,billing,5.9,resolved,4.9,7c89d0af87939122,2024-10-24
f910e99a1683b452,639fffe8f52ba3ca,app,technical,1.1,resolved,4.4,3370822d9a67b2b4,2024-04-20
c20efb7a8e0b5138,8183e42e6ef09235,email,complaint,3.3,resolved,8.1,c423299841bcd116,2024-07-11
92152ae00056c5b1,caa3f70770df65c2,app,cancellation,6.9,resolved,9.0,dad25bdc2eb28efc,2024-10-05
e9dcd40125835298,eeccf8e98cb3268d,phone,general,1.5,resolved,4.2,bac5f7879d67307f,2024-08-23
e69db8c508f4d5b6,20d0575d08c7416f,app,upgrade,14.0,resolved,4.3,ec398133ae662ffd,2024-08-22
d710c29209b4d1e2,3f4efb84eb535b03,email,billing,0.7,resolved,5.2,ee08771c9d0f0715,2024-09-26
3256905e23528111,e2cbadb8db971ce1,branch,general,0.4,escalated,6.9,cac0551db5e3f05d,2024-04-11
aaac5a29a99fe93a,285ea4ca8c35e49e,phone,technical,2.1,resolved,6.9,f390a7f3d461cad8,2024-02-20
169ec0db21ca7943,781a084a4e5ce34e,chat,complaint,2.5,resolved,6.6,06ca84ca3e4fe39c,2024-09-09
fdb458cc6e62eb9d,c6ef2a45ddd2f617,app,technical,2.8,unresolved,1.3,3370822d9a67b2b4,2024-01-22
c3e0017681197154,b9cff79f30abaf85,chat,complaint,3.5,unresolved,7.3,c423299841bcd116,2024-07-02
1022d8190e1a0e4c,1c977db147f46222,app,technical,8.2,resolved,7.8,5b7627488b739561,2024-02-21
bdab0fb0356f0f8d,5722d73095abd727,chat,upgrade,0.2,resolved,2.1,399b6a1f1b2a5ad4,2024-10-12
0fceeeb2e4b91502,5972430fab4f2beb,chat,billing,3.3,resolved,5.9,b6e6bbe380a4ecfa,2024-01-02
58e8ec457e43644b,238a336ea811dc5f,app,upgrade,2.7,resolved,5.5,8168c84b4d453f19,2024-05-19
65e6b04d3136b06b,4f6a604412055600,email,complaint,3.4,resolved,3.2,2cd0bba07e3f4cdf,2024-04-09
56d7abd9778fa3ac,149396c4c5912808,chat,technical,0.1,unresolved,3.5,544a618267704438,2024-10-10
94ce90b8959e3714,70af6a05166575bf,branch,technical,10.4,resolved,4.0,399b6a1f1b2a5ad4,2024-12-13
8d058b874fbb9a5e,783822a5b1d89d21,branch,complaint,1.2,unresolved,2.1,4cc9a85ce7df38b6,2024-05-15
102c6dedd4ec17ab,7f66816c12c166d6,chat,cancellation,0.7,escalated,9.7,0addca0233b2a77d,2024-01-09
3df602e62f18aca1,cfc633a0e42f4c7d,email,billing,8.5,unresolved,4.2,06ca84ca3e4fe39c,2024-11-18
5d075924facaae41,35a88194863ed22a,email,cancellation,0.3,unresolved,5.1,1a74383a109cb319,2024-07-09
32153dbf8f3f1c44,e471fdaf173e9a5f,app,technical,10.8,unresolved,9.2,3c4fd57ee2769348,2024-03-29
3c80d304ef9f91d1,673514b88fe6c0c7,chat,upgrade,0.4,resolved,4.3,2305400ca286a6be,2024-02-14
0a168d532a06c420,276e5ae6c75a8b32,app,general,0.7,unresolved,9.4,399b6a1f1b2a5ad4,2024-08-19
3f74f3b001f3d13a,016ff9d51a4486dc,phone,technical,0.4,resolved,7.8,b4b0a9df62e6341e,2024-04-20
1bd00d97a7ab6c9e,35d53b5d84d3da8d,app,complaint,7.7,resolved,9.4,dad25bdc2eb28efc,2024-12-14
acd5ebfaa6409002,ccde1e88c9dacee8,branch,general,1.6,escalated,6.8,0addca0233b2a77d,2024-02-18
31071ce795e89ae4,47b414bee807800f,chat,technical,3.1,unresolved,6.9,2cd0bba07e3f4cdf,2024-09-30
d47c7f76d416818a,2547a6de8a3897bd,branch,billing,14.5,escalated,4.6,cfa1407a0ddbe71e,2024-11-28
c53893d7e4ac9e6a,ad322e7a390c0744,chat,billing,12.2,resolved,5.4,1a74383a109cb319,2024-11-26
3e09c6b8ee055ca3,686850852cf61235,app,complaint,0.8,resolved,3.2,32bd638578fd7f8f,2024-10-07
a4b12c3cfce04ddf,430d5e560fc5effe,app,complaint,1.9,resolved,7.7,82fe407f64b38d82,2024-12-12
b88a403f9303ceac,2940524866b1c70b,phone,cancellation,1.6,resolved,1.7,fedc2b2956802007,2024-12-01
58b2552d14d51231,cb3a7a12ac0f2654,branch,technical,2.2,resolved,9.7,b7dff30912eb0039,2024-05-23
2ba49773f0d94891,a790d620cc18f41a,branch,general,3.4,resolved,3.9,cac0551db5e3f05d,2024-07-04
cbdd583c24078281,7d7df171e0105269,email,general,0.3,resolved,3.3,0addca0233b2a77d,2024-05-21
f5a6af1afe41ca21,54bbd2fc294c7d06,chat,general,1.9,resolved,5.8,82fe407f64b38d82,2024-02-02
